,name,corr_score,ret_score,score,rank
161,东方通,0.3492719588926938,0.3693350503737504,0.29380727095698234,131
162,省广集团,0.43784201142865775,0.3354956124797175,0.3296048683797207,114
163,深大通,0.8641974804643555,0.3965608288096477,0.5814685475748801,24
164,广州浪奇,0.0,0.00902316748273619,-0.20784767733798137,242
165,三聚环保,0.3343210355922715,0.7563828317093201,0.4911433090243731,45
166,大连港,0.01978872216440404,0.8003593618692169,0.19966478938839805,175
167,新晨科技,0.030875300539700036,0.9895153044024082,0.23081858666924948,156
168,顺利办,0.34227629361828826,0.4155290095093756,0.3201097723797657,117
169,金轮股份,0.3774238907194343,0.9102470941879232,0.5709876027067204,27
170,三六零,0.5208842584787251,0.43786633935631547,0.46138904272807446,57
171,顶点软件,0.6245098709604112,0.36762415254061176,0.464546364849458,55
172,普邦股份,0.2312585235565293,0.5522584958358765,0.31037316128860015,123
173,鸿博股份,0.6229251543016024,0.5114841189442824,0.582883151014239,22
174,日海智能,0.1912784571292025,0.6306311085008778,0.31091962573082654,122
175,平安银行,0.2743815161889214,0.8826979740066837,0.4649612599662347,54
176,易联众,0.07828892171369455,0.6371143163570291,0.20942575683155862,170
177,四川长虹,0.4871444373009904,0.4757125878761667,0.4665846206256484,53
178,*ST安通,0.19418631300097575,0.7061054773115494,0.3422647910798847,108
179,劲嘉股份,0.5444314946984172,0.4437410110907086,0.4809960182550409,50
180,广电运通,0.06628828856700092,0.2483543903321876,0.001338795739163956,229
181,栖霞建设,0.42183370237520185,0.4720548153867906,0.41705531123492356,76
182,易见股份,0.23999913530480554,0.3914213249622636,0.22636284065976098,159
183,金溢科技,0.13764531266507146,0.31613902113738995,0.09939950700563016,219
184,华大基因,0.6853946905700113,0.4124203507109119,0.5334969280039088,35
185,金证股份,0.4681270149991797,0.5214499026280484,0.48452877914734593,49
186,远光软件,0.0027512809307074053,0.2839970649499061,-0.02766657146217577,233
187,美盈森,0.25076513552194,0.44571077340838666,0.2680185469307955,139
